Year,Fuel Type,State,Number of Vehicles,Fuel Consumed,Weight Class,Vehicle Type,Engine Configuration,Fleet Estimates,ST
2014,"Ethanol, 85 percent (E85)",Ohio,121,31,Medium Duty,Pickups,Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,2078,56,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,334,23,Light Duty,SUVs,Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,1097,62,Light Duty,Pickups,Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,237,23,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,33,4,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,685,72,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,1,1,Heavy Duty,Buses,Non-dedicated,Federal Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,46,10,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,OH
2014,"Ethanol, 85 percent (E85)",Ohio,9,1,Light Duty,Vans (Minivans),Non-dedicated,Natural Gas Providers,OH
2014,"Ethanol, 85 percent (E85)",Ohio,15,2,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,OH
2014,"Ethanol, 85 percent (E85)",Ohio,187,30,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,OH
2014,"Ethanol, 85 percent (E85)",Ohio,1,0,Light Duty,Automobiles (Midsize),Non-dedicated,Natural Gas Providers,OH
2014,"Ethanol, 85 percent (E85)",Ohio,358,0,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,1286,5,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,760,9,Light Duty,Pickups,Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,60,0,Light Duty,Automobiles (Subcompact),Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,523,2,Light Duty,SUVs,Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,9,0,Light Duty,Trucks,Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,510,22,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,31,0,Medium Duty,Pickups,Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Ohio,9,0,Medium Duty,Trucks,Non-dedicated,State Agencies,OH
2014,"Ethanol, 85 percent (E85)",Oklahoma,248,3,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,2,0,Medium Duty,Trucks,Non-dedicated,Propane Fuel Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,1,0,Light Duty,SUVs,Non-dedicated,Propane Fuel Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,62,2,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,4,1,Medium Duty,Pickups,Non-dedicated,Electricity Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,23,3,Light Duty,SUVs,Non-dedicated,Electricity Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,190,23,Light Duty,Pickups,Non-dedicated,Electricity Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,107,12,Light Duty,Automobiles (Fullsize),Non-dedicated,Electricity Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,72,9,Medium Duty,Trucks,Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,92,13,Medium Duty,Pickups,Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,491,22,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,246,15,Light Duty,SUVs,Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,610,20,Light Duty,Pickups,Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,109,8,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,22,2,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,302,18,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,2,1,Heavy Duty,Buses,Non-dedicated,Federal Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,1,0,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,2,0,Light Duty,Trucks,Non-dedicated,Natural Gas Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,1,0,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,31,5,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,409,0,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,121,1,Light Duty,Pickups,Non-dedicated,State Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,21,0,Light Duty,SUVs,Non-dedicated,State Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,85,1,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oklahoma,2,0,Medium Duty,Pickups,Non-dedicated,State Agencies,OK
2014,"Ethanol, 85 percent (E85)",Oregon,845,6,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,6,0,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,OR
2014,"Ethanol, 85 percent (E85)",Oregon,3,0,Medium Duty,Trucks,Non-dedicated,Electricity Providers,OR
2014,"Ethanol, 85 percent (E85)",Oregon,28,3,Light Duty,Pickups,Non-dedicated,Electricity Providers,OR
2014,"Ethanol, 85 percent (E85)",Oregon,91,2,Medium Duty,Trucks,Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,239,5,Medium Duty,Pickups,Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,475,11,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,397,9,Light Duty,SUVs,Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,1066,8,Light Duty,Pickups,Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,75,4,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,7,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,86,4,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,27,4,Medium Duty,Trucks,Non-dedicated,Natural Gas Providers,OR
2014,"Ethanol, 85 percent (E85)",Oregon,12,3,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,OR
2014,"Ethanol, 85 percent (E85)",Oregon,93,15,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,OR
2014,"Ethanol, 85 percent (E85)",Oregon,1,0,Light Duty,Automobiles (Midsize),Non-dedicated,Natural Gas Providers,OR
2014,"Ethanol, 85 percent (E85)",Oregon,124,1,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,475,6,Light Duty,Pickups,Non-dedicated,State Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,177,2,Light Duty,SUVs,Non-dedicated,State Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,4,0,Light Duty,Trucks,Non-dedicated,State Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,343,6,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,165,0,Medium Duty,Pickups,Non-dedicated,State Agencies,OR
2014,"Ethanol, 85 percent (E85)",Oregon,2,0,Medium Duty,Trucks,Non-dedicated,State Agencies,OR
2014,"Ethanol, 85 percent (E85)",Pennsylvania,1311,82,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,20,1,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,148,24,Medium Duty,Pickups,Non-dedicated,Electricity Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,4,0,Light Duty,Vans (Minivans),Non-dedicated,Electricity Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,1,0,Light Duty,SUVs,Non-dedicated,Electricity Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,189,23,Light Duty,Pickups,Non-dedicated,Electricity Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,11,1,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,1,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Electricity Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,11,1,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,60,1,Medium Duty,Trucks,Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,127,8,Medium Duty,Pickups,Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,1209,13,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,650,45,Light Duty,SUVs,Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,1520,13,Light Duty,Pickups,Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,279,16,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,28,2,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,261,12,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,2,0,Medium Duty,Trucks,Non-dedicated,Natural Gas Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,35,8,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,16,2,Light Duty,Vans (Minivans),Non-dedicated,Natural Gas Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,16,3,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,98,16,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,6,1,Light Duty,Automobiles (Midsize),Non-dedicated,Natural Gas Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,1,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Natural Gas Providers,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,623,1,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,942,0,Light Duty,Pickups,Non-dedicated,State Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,22,0,Light Duty,SUVs,Non-dedicated,State Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,3,0,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,149,0,Medium Duty,Pickups,Non-dedicated,State Agencies,PA
2014,"Ethanol, 85 percent (E85)",Pennsylvania,15,0,Medium Duty,Trucks,Non-dedicated,State Agencies,PA
2014,"Ethanol, 85 percent (E85)",Rhode Island,18,0,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,1,0,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,11,0,Medium Duty,Trucks,Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,16,0,Medium Duty,Pickups,Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,225,1,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,24,0,Light Duty,SUVs,Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,162,0,Light Duty,Pickups,Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,39,1,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,1,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,19,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,15,2,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,141,0,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,128,0,Light Duty,Pickups,Non-dedicated,State Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,47,0,Light Duty,SUVs,Non-dedicated,State Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,55,0,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,RI
2014,"Ethanol, 85 percent (E85)",Rhode Island,2,0,Medium Duty,Pickups,Non-dedicated,State Agencies,RI
2014,"Ethanol, 85 percent (E85)",South Carolina,244,14,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,8,0,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,22,2,Light Duty,Vans (Minivans),Non-dedicated,Electricity Providers,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,111,14,Light Duty,SUVs,Non-dedicated,Electricity Providers,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,336,41,Light Duty,Pickups,Non-dedicated,Electricity Providers,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,164,17,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,6,1,Light Duty,Automobiles (Fullsize),Non-dedicated,Electricity Providers,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,218,94,Medium Duty,Trucks,Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,102,37,Medium Duty,Pickups,Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,481,55,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,289,43,Light Duty,SUVs,Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,826,72,Light Duty,Pickups,Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,179,15,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,9,1,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,382,46,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,12,2,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,823,44,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,1255,45,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,805,43,Light Duty,Pickups,Non-dedicated,State Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,896,47,Light Duty,SUVs,Non-dedicated,State Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,1047,54,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Carolina,51,0,Medium Duty,Pickups,Non-dedicated,State Agencies,SC
2014,"Ethanol, 85 percent (E85)",South Dakota,953,7,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,22,5,Medium Duty,Trucks,Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,60,20,Medium Duty,Pickups,Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,146,22,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,26,4,Medium Duty,Pickups,Non-dedicated,Electricity Providers,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,19,2,Light Duty,Vans (Minivans),Non-dedicated,Electricity Providers,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,40,5,Light Duty,SUVs,Non-dedicated,Electricity Providers,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,28,3,Light Duty,Pickups,Non-dedicated,Electricity Providers,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,45,5,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,33,4,Light Duty,Automobiles (Fullsize),Non-dedicated,Electricity Providers,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,234,23,Light Duty,SUVs,Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,387,25,Light Duty,Pickups,Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,34,3,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,10,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,162,30,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,55,0,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,470,0,Light Duty,Pickups,Non-dedicated,State Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,248,0,Light Duty,SUVs,Non-dedicated,State Agencies,SD
2014,"Ethanol, 85 percent (E85)",South Dakota,301,0,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,SD
2014,"Ethanol, 85 percent (E85)",Tennessee,708,7,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,10,0,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,88,19,Medium Duty,Trucks,Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,361,20,Medium Duty,Pickups,Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,929,40,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,674,51,Light Duty,SUVs,Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,1279,52,Light Duty,Pickups,Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,273,15,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,18,2,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,509,18,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,17,3,Medium Duty,Trucks,Non-dedicated,Electricity Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,52,8,Medium Duty,Pickups,Non-dedicated,Electricity Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,5,0,Light Duty,Vans (Minivans),Non-dedicated,Electricity Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,10,1,Light Duty,SUVs,Non-dedicated,Electricity Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,132,16,Light Duty,Pickups,Non-dedicated,Electricity Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,42,4,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,10,2,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,2,0,Light Duty,Vans (Minivans),Non-dedicated,Natural Gas Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,4,1,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,43,7,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,1225,70,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,1693,176,Light Duty,Pickups,Non-dedicated,State Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,730,7,Light Duty,SUVs,Non-dedicated,State Agencies,TN
2014,"Ethanol, 85 percent (E85)",Tennessee,500,25,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,TN
2014,"Ethanol, 85 percent (E85)",Texas,203,6,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,7,3,Light Duty,SUVs,Non-dedicated,Propane Fuel Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,273,107,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,179,59,Medium Duty,Trucks,Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,581,73,Medium Duty,Pickups,Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,2452,111,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,4341,195,Light Duty,SUVs,Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,5205,167,Light Duty,Pickups,Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,890,59,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,277,13,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,1230,91,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,4,2,Heavy Duty,Buses,Non-dedicated,Federal Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,1,0,Medium Duty,Trucks,Non-dedicated,Electricity Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,31,10,Medium Duty,Pickups,Non-dedicated,Electricity Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,28,5,Light Duty,Vans (Minivans),Non-dedicated,Electricity Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,461,112,Light Duty,SUVs,Non-dedicated,Electricity Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,666,162,Light Duty,Pickups,Non-dedicated,Electricity Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,73,16,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,527,122,Light Duty,Automobiles (Fullsize),Non-dedicated,Electricity Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,566,184,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,42,10,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,955,233,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,15,3,Light Duty,Automobiles (Midsize),Non-dedicated,Natural Gas Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,4,1,Light Duty,Automobiles (Fullsize),Non-dedicated,Natural Gas Providers,TX
2014,"Ethanol, 85 percent (E85)",Texas,1,0,Medium Duty,Pickups,Non-dedicated,Transit Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,4,0,Light Duty,SUVs,Non-dedicated,Transit Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,29,2,Light Duty,Pickups,Non-dedicated,Transit Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,83,5,Light Duty,Automobiles (Fullsize),Non-dedicated,Transit Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,853,41,Light Duty,Pickups,Non-dedicated,State Agencies,TX
2014,"Ethanol, 85 percent (E85)",Texas,342,10,Light Duty,SUVs,Non-dedicated,State Agencies,TX
